acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.996,"{'Frédéric Chopin', 'Arthur Rubinstein'}",0.235,168413,0.0541,0,7r9pihO2BwJQuM0ttlS95L,0.8140000000000001,1,0.147,-30.169,1,"3 Waltzes, Op. posth. 70: No. 3 in D-Flat Major",4,1946-01-01,0.0526,77.22399999999998,0.179,1946
0.98,{'Jyotsna Bhole'},0.518,163040,0.229,0,7tlyf0IQO9SKa7WNlx79GM,0.901,4,0.12,-18.49,0,Ha Kon Gade Ala,0,1947-12-31,0.0563,72.851,0.89,1947
0.672,{'Aschberger Saitenmusi'},0.481,146710,0.316,0,6DiuWETNPiJUBWGbzm6TFj,0.67,7,0.112,-10.584,1,Stefani Landler,0,1948-01-01,0.049,180.711,0.893,1948
0.871,"{'Markos Vamvakaris', 'Σοφία Καρίβαλη'}",0.7509999999999999,183853,0.473,0,38rP20ZmC4SnjM7gVB0FIK,0.0014199999999999998,8,0.0879,-9.283,0,Μάρκος Πολυτεχνίτης,0,1949-01-01,0.0409,112.307,0.8370000000000001,1949
0.117,{'Fig'},0.304,215653,0.6729999999999999,0,1cLHgRaAFhnrkUQNObCL90,4.29e-05,4,0.319,-9.395,1,Pag-Asa,0,1950-01-01,0.0329,157.936,0.419,1950
0.974,"{'Giacomo Puccini', 'Giuseppe Campora', 'Giovanni Inghilleri', 'Gianna Diozzi', 'Nell Rankin', Orchestra dell'Accademia Nazionale di Santa Cecilia"""," 'Alberto Erede'}""",0.203,164267,0.139,0,2Pn6QOZqu62H1fqgW9HgS9,1.52e-05,1,0.225,-17.88,1,Madama Butterfly / Act 2: Addio fiorito asil,0-01-01,1951-01-01,0.0477,174.91099999999997,0.0486,1951
0.969,{'Tarun Banerjee'},0.391,222427,0.219,0,2AqJ8V4rTGSh6wlQj9ofg8,0.0,4,0.18,-13.062,0,Anarkoli,0,1952-12-01,0.0372,121.99,0.136,1952
0.979,"{'Richard Wagner', 'Josef Greindl', 'Philharmonia Orchestra', 'Wilhelm Furtwängler'}",0.177,124880,0.07200000000000001,0,1sU4sJaEFUBLLutzzCSWIC,0.7959999999999999,11,0.0979,-19.118,0,"Wagner: Tristan und Isolde, WWV 90, Act 3 Scene 3: Tot denn alles! Alles tot!"" (Marke)""",1,1953-01-01,0.0343,78.311,0.0397,1953
0.985,"{'Richard Strauss', 'Ludwig Weber', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Erich Kleiber'}",0.24,316413,0.165,0,0ahhrlMFpTkpEV9OD2cNkP,0.0016699999999999998,8,0.14400000000000002,-18.726,1,"Der Rosenkavalier, Op.59 / Act 2: Da lieg' ich!""""",0,1954-01-01,0.0525,75.93,0.155,1954
0.995,{'Cascatinha & Inhana'},0.473,221307,0.0732,0,6RyWFfP2mMMx5CGfdqEnmZ,0.0671,7,0.14400000000000002,-12.827,1,Chuá.. Chuá..,5,1955-01-01,0.0528,75.256,0.534,1955
0.924,{'Billie Holiday'},0.517,170613,0.0583,0,5mPVpJBx81p7D81eQG9m8j,0.00114,0,0.218,-17.599,0,Yesterdays,7,1956-01-01,0.0374,86.838,0.238,1956
0.753,{'Lee Konitz'},0.504,485013,0.201,0,7EzUxzOUcq6HocnqSUr8JT,2.53e-05,9,0.308,-14.839,0,Sunflower,7,1957-01-01,0.0395,135.591,0.476,1957
0.7709999999999999,{'The Kingston Trio'},0.563,156147,0.16699999999999998,0,61SpMWXz9UcYNB63K1TSHk,0.000505,7,0.121,-16.724,1,Getaway John,10,1959-06-01,0.0328,133.864,0.526,1959
0.884,{'Johnny Cash'},0.594,141294,0.4370000000000001,0,3Q00iczOZn4tVxeWrkBiXd,0.0006940000000000001,8,0.225,-9.399,1,You Win Again,11,1960-01-01,0.0362,131.296,0.767,1960
0.961,"{'Pyotr Ilyich Tchaikovsky', 'Leningrad Philharmonic Orchestra', 'Evgeny Mravinsky'}",0.0798,586333,0.109,0,0aFiMNAgmtQyS0RljOZRqz,0.937,11,0.187,-17.815,0,"Symphony No. 6 in B Minor, Op. 74, TH 30 - Pathétique"": 4. Finale (Adagio lamentoso - Andante)""",13,1961-01-01,0.037000000000000005,82.897,0.0377,1961
0.586,"{'Kenny Dorham', 'Jackie McLean'}",0.535,361600,0.532,0,15xmPvsm6NqXRjhXUBeBTs,0.182,3,0.6940000000000001,-11.479,1,"It Could Happen To You - Live At The Jazz Workshop, San Francisco / 1961",13,1962-03-01,0.0503,82.133,0.655,1962
0.72,{'黃國隆'},0.816,147373,0.187,0,7jSt9XJHRynGrrcnnIpOcf,0.0,9,0.115,-20.53,0,丟丟銅仔,20,1963-05-28,0.093,124.617,0.958,1963
0.721,{'康丁'},0.501,240533,0.201,0,5XuYPgasXDnSUdsZH7Sbqi,0.000126,4,0.0751,-22.783,0,純情的田莊人,21,1964-05-10,0.0322,104.246,0.618,1964
0.695,{'The Soul Stirrers'},0.486,154707,0.449,0,0GCmY24aTWEHeCJpC0uYH0,0.0,1,0.15,-8.442,1,Time Brings About A Change,16,1965-01-01,0.0373,97.431,0.394,1965
0.234,{'Lee Hazlewood'},0.537,196147,0.53,0,7ABtsCLOCZ5N9aXtBezZBY,0.0,9,0.131,-11.15,1,These Boots Are Made For Walking,27,1966-09-17,0.142,164.638,0.7090000000000001,1966
0.931,{'Miles Davis'},0.423,292387,0.119,0,4x4Y3DVb5L9Ym7kPc1VQIj,0.504,6,0.18,-20.357,1,Pee Wee,23,1967-10-23,0.0333,128.22299999999998,0.125,1967
0.0997,{'The Intruders'},0.324,144533,0.809,0,6AfpvsiCzHJQrMxHsUKws4,0.0,7,0.8140000000000001,-10.719,1,"(Win, Place or Show) She's a Winner",26,1968-01-01,0.0879,120.476,0.664,1968
0.609,{'The Band'},0.736,210078,0.727,0,5etAejXZgbpE9RXADdaHnq,0.00536,2,0.0713,-6.892,1,Jemima Surrender,24,1969-09-22,0.0321,110.631,0.913,1969
0.284,{'The Velvet Underground'},0.355,310507,0.34,0,5HsAR5wajzn4JideTD4SXs,5.59e-05,2,0.104,-11.488,1,New Age - Full Length Version; 2015 Remaster,27,1970-01-01,0.0263,80.273,0.19,1970
0.00605,{'The Who'},0.262,331227,0.753,0,5krKfzHR6HTdUNZvp6fPzS,0.00237,0,0.523,-11.494000000000002,1,Naked Eye,23,1971-08-14,0.0594,167.62,0.308,1971
0.78,"{'Harry Belafonte', 'Marlo Thomas'}",0.738,188267,0.28,0,3tTh8mh7S23VT1CQW2dqPj,0.0,7,0.0629,-12.874,1,Parents Are People,22,1972-01-01,0.0459,118.174,0.6890000000000001,1972
0.679,{'Steve Harley & Cockney Rebel'},0.252,420653,0.238,0,16889jRQ2uzOeDSHaMRLIw,0.0035700000000000007,11,0.0663,-14.212,0,Sebastian - 2012 Remaster,47,1973-11-01,0.0348,140.023,0.21,1973
0.7709999999999999,{'Eric Clapton'},0.5660000000000001,171867,0.0993,0,5v23zqATC3zspzQUbLW2CH,0.0653,4,0.106,-23.131,1,Give Me Strength,28,1974-07-01,0.0335,137.809,0.32,1974
0.23,{'Alice Cooper'},0.481,257667,0.838,0,40t4frYMc6QB1jt8hjrtuX,0.000126,5,0.24,-5.586,1,Some Folks,29,1975-01-01,0.14,120.247,0.45,1975
0.961,"{'Bernard Herrmann', 'James P. Nichols'}",0.278,373800,0.0929,0,3lPLmOIUtxfJg7wtnn2PPT,0.29100000000000004,5,0.106,-20.347,1,Phone Call / I Realize How Much She Is Like the Others / A Strange Customer / Watching Palantine On TV / You're Gonna Die In Hell / Betsy's Theme / Hitting the Girl,30,1976-01-01,0.0477,120.644,0.0343,1976
0.904,{'Townes Van Zandt'},0.5379999999999999,146547,0.375,0,4RWikYiSoTprJWEDISD5L0,0.0,0,0.691,-17.396,1,Loretta - Live,24,1977-01-01,0.123,76.52199999999998,0.401,1977
0.000269,{'Musique'},0.821,485800,0.648,0,5d91gYhpa5j11JKx2fgWHx,0.758,0,0.0417,-11.947,1,In the Bush,31,1978-01-01,0.0541,131.63,0.961,1978
0.6970000000000001,{'Emmylou Harris with Glen Campbell'},0.546,148333,0.293,0,3ro8s3q8jMWrN0VhP3pOB5,0.000108,3,0.116,-14.206,1,Cheatin' Is - 2003 Remaster,32,1979-01-01,0.0358,143.079,0.366,1979
0.6779999999999999,"{'Grateful Dead', 'Tom Constanten'}",0.428,388360,0.523,0,7gKanRx1eFhuMr3YB9VqgT,0.0254,9,0.192,-12.512,1,"Goin' down the Road Feeling Bad (with Tom Constanten) - 1; Live at Fillmore East, New York City, April 1971",23,1980-10-20,0.0352,94.014,0.535,1980
0.0551,{'Flipper'},0.493,178107,0.978,0,25jOd9BbD16AfakWjnBbW0,7.34e-06,1,0.779,-5.135,0,Ever,23,1981-01-01,0.184,137.64700000000002,0.15,1981
0.0436,{'Boys Town Gang'},0.595,283495,0.21,0,0tXlSF0IxNFClmN06LT95B,0.904,9,0.0546,-18.661,1,Can't Take My Eyes Off You - Reprise,25,1982-04-09,0.0323,120.944,0.28,1982
0.0127,{'Oingo Boingo'},0.5539999999999999,244427,0.789,0,0b2yOGzOSENbpuWtragZkr,0.000134,2,0.279,-12.789,1,Dead Or Alive,25,1983-07-26,0.079,159.41,0.5670000000000001,1983
0.0798,{'Howard Jones'},0.7559999999999999,456133,0.49,0,772bRUFcpRAkccmYZqtvW0,0.0838,8,0.199,-12.109000000000002,1,Like to Get to Know You Well - International Mix,33,1984-01-01,0.0552,97.339,0.949,1984
0.0572,{'Bryan Ferry'},0.691,307107,0.807,0,0ee17zSyavobNFxm7Ds9FY,0.231,5,0.203,-6.2170000000000005,1,Sensation,35,1985-01-01,0.0477,117.6,0.74,1985
0.127,{'Atlantic Starr'},0.85,289933,0.361,0,4y7TwPgcVcEDdeaoOsLfZs,1.32e-05,7,0.168,-13.405,1,Love Me Down,24,1986-01-01,0.0375,102.907,0.7979999999999999,1986
0.0407,{'Sonic Youth'},0.207,206427,0.9,0,0Ovffo11FVfm4Xf1bef9KK,0.499,6,0.0947,-9.565,0,Catholic Block,33,1987-04-07,0.0833,162.344,0.313,1987
0.72,"{'Maurice Jarre', 'London Festival Orchestra', 'Stanley Black'}",0.136,210827,0.256,0,4Uwig2nSvv0LvuZxOIiqyL,0.8270000000000001,9,0.12,-13.957,1,Lawrence Of Arabia: Theme,37,1988-01-01,0.0406,167.826,0.0537,1988
0.302,"{'Bob Dylan', 'Grateful Dead'}",0.585,296467,0.51,0,6kpqaDEznzrlLFhPDwjNNY,0.000155,5,0.971,-14.815,1,"Slow Train - Live at Sullivan Stadium, Foxborough, MA - July 1987",29,1989-02-06,0.0476,96.463,0.42,1989
0.315,{'Elton John'},0.418,375000,0.46,0,6fKBv1AMKwLbiEghJMOmTM,0.000185,0,0.183,-9.565,1,Tiny Dancer,36,1990-11-08,0.0268,145.381,0.23,1990
8.669999999999999e-05,{'Suffocation'},0.313,270840,0.931,0,7qvTHdpc9qu4TMPur5vs9w,0.919,1,0.17600000000000002,-7.951,1,Liege of Inveracity,36,1991-10-07,0.113,109.648,0.405,1991
0.879,{'Kenny G'},0.287,201973,0.187,0,0si6hASQu9bU9FPB6eOa63,0.772,3,0.141,-15.913,1,The Wedding Song,35,1992-01-01,0.0401,78.471,0.147,1992
0.2,{'Sarah McLachlan'},0.476,279467,0.6579999999999999,0,28SynOAuafgfxvPXWFgS7D,0.00155,6,0.0635,-6.737,0,Possession,31,1993-10-22,0.0281,97.527,0.35700000000000004,1993
0.444,{'Tramaine Hawkins'},0.334,582200,0.633,0,5Q8kGGeUqVJMO6fm00qB57,0.000915,1,0.196,-9.232,1,Goin' Up Yonder - Tramaine Treasury Album,33,1994-01-01,0.0466,104.27,0.439,1994
0.517,"{'The Mavericks', 'Raul Malo', 'Trisha Yearwood'}",0.6629999999999999,181667,0.407,0,0sYy8H1u5yqImXIG1WUIxZ,5.82e-06,7,0.151,-12.064,1,Something Stupid,35,1995-01-01,0.0253,103.291,0.62,1995
0.957,{'Django Reinhardt'},0.741,158013,0.5720000000000001,0,3MC79TErHHp9FODo2ErBQ1,0.7070000000000001,9,0.107,-9.415,1,Django's Tiger,42,1996-03-07,0.0456,112.832,0.96,1996
0.743,{'Faye Wong'},0.603,285267,0.298,0,1u25V63Qw64EkVh90Jyrmh,8.62e-06,4,0.267,-11.761,0,人間,45,1997-09-26,0.0278,130.041,0.298,1997
0.0309,{'Pulp'},0.302,271333,0.526,0,4z80Wk5401Bt5MA9MZU5NW,0.000167,5,0.388,-8.955,1,Like A Friend,42,1998-03-30,0.0426,111.694,0.345,1998
0.415,"{'Method Man', 'Redman'}",0.942,240733,0.838,1,2OM8YFJ725IfDw5wKwNQV0,1.16e-06,7,0.684,-5.3020000000000005,0,Cereal Killer,42,1999-01-01,0.212,104.959,0.753,1999
0.952,{'Malvina Reynolds'},0.588,131440,0.269,0,0dRvjBVCStIlBxOqbhAQ3q,0.0419,5,0.0934,-9.341,1,Little Boxes,42,2000-05-23,0.048,122.15,0.512,2000
0.236,{'Prince'},0.7929999999999999,180080,0.442,0,1uxzFavoQSzR6NhzeSbHdM,0.0016300000000000002,8,0.0662,-11.293,0,I Wanna Be Your Lover - Single Version,44,2001-07-30,0.0564,115.995,0.833,2001
0.618,{'Joseph Arthur'},0.581,283907,0.462,0,7qlfcOvjn5jjFw35y2lEWv,0.128,4,0.122,-11.767,0,Honey And The Moon,37,2002-11-26,0.033,105.019,0.34,2002
0.29100000000000004,{'Clint Black'},0.682,208840,0.483,0,1XuxuKDo4tsvLybXZjYcym,0.000465,1,0.172,-9.423,1,Nobody's Home,39,2003-09-22,0.0279,104.654,0.271,2003
6.57e-05,{'The Exies'},0.481,238600,0.966,0,2Pe7SuBE6b8jOtQDH66Gm4,0.00255,8,0.0458,-3.149,1,Hey You,44,2004-01-01,0.0497,100.824,0.504,2004
0.000122,{'Jeezy'},0.435,222600,0.6940000000000001,1,6EOS1prcuGtjQxBScl90KO,0.0,4,0.322,-6.685,0,Let's Get It / Sky's The Limit,41,2005-01-01,0.32299999999999995,174.766,0.0847,2005
0.0151,{'Muse'},0.4,281027,0.979,0,6IfitwQQ1Gu9g9QnLWDHRY,0.0164,11,0.342,-5.052,1,Glorious,52,2006-06-19,0.0968,100.937,0.0791,2006
0.7240000000000001,{'Michelle Pfeiffer'},0.62,247933,0.578,0,2q9aC39U5yGWK5bZ2WyfBP,0.0,5,0.103,-6.685,0,(The Legend Of) Miss Baltimore Crabs,43,2007-07-10,0.18600000000000005,133.675,0.7659999999999999,2007
0.0761,{'Flight of the Conchords'},0.823,245160,0.7829999999999999,0,5SyRtYGBMz7Hmq2cZaaPIf,0.0075400000000000016,5,0.107,-7.838999999999999,0,Business Time,48,2008-04-22,0.0744,95.986,0.866,2008
0.027000000000000003,{'K'NAAN," 'Adam Levine'}""",0.622,183507,0.922,0,2U0zvszh4nKG92Q8TVnnhT,1.52e-06,1,0.0123,-2.154,1,Bang Bang,43-01-01,2009,0.174,179.968,0.7909999999999999,2009
0.774,{'Audrey Assad'},0.422,295065,0.377,0,3stuliHpnexsTj6uXFJ5iI,0.0,11,0.108,-8.705,1,Restless,47,2010-01-01,0.0267,135.97,0.203,2010
0.000219,{'SUPER JUNIOR'},0.913,241827,0.745,0,6QTBYKLlV2PQniwAWrBV2z,0.0020800000000000003,1,0.0622,-2.837,1,Mr. Simple,57,2011-08-02,0.0506,127.996,0.795,2011
0.0327,{'Glass Animals'},0.395,294920,0.518,0,3gC0JHukQwxtfkOzFiOe39,0.000858,1,0.155,-9.2,1,Golden Antlers,48,2012-05-28,0.0359,140.02100000000002,0.0382,2012
0.481,"{'Tochi Raina', 'Rekha Bhardwaj'}",0.59,223460,0.555,0,4bD9z9qa4qg9BhryvYWB7c,0.0,2,0.192,-6.852,1,Kabira,64,2013-03-30,0.0271,84.03200000000002,0.191,2013
0.035,"{'Cozz', 'J. Cole'}",0.685,250187,0.872,1,3b5YHReWhnrlfHS7nk7YeQ,0.0,1,0.228,-5.8279999999999985,1,Knock Tha Hustle - Remix,51,2014-01-01,0.294,85.85,0.546,2014
0.0419,{'HUNNY'},0.593,234503,0.779,0,7utenMA93Ldpg9O5oC6AP4,0.0,8,0.312,-4.269,0,July,53,2015-10-09,0.0429,124.539,0.443,2015
0.0522,"{'Snakehips', 'Tory Lanez'}",0.5660000000000001,193867,0.444,1,6Xi897JXNLSoIaoYZwgTLc,0.0,7,0.158,-12.069,0,Dímelo,56,2016-04-15,0.147,146.991,0.161,2016
0.379,{'Danger Incorporated'},0.614,251857,0.618,1,6ImNTJH4BqGfcx45IueM38,3.8e-05,6,0.0784,-7.779,1,Diamonds,59,2017-01-18,0.0612,107.674,0.269,2017
0.189,"{'Ski Mask The Slump God', 'XXXTENTACION'}",0.74,139347,0.762,0,6rdAeP52MWJeyYD2B481mq,0.0,0,0.4,-1.3130000000000002,1,H2O,62,2018-02-02,0.33,139.944,0.892,2018
0.0547,"{'Comethazine', 'A$AP Rocky'}",0.813,186517,0.586,1,35l8ivgXiWiDCv7TCZ50Da,0.0,2,0.238,-10.478,1,Walk (Remix),65,2019-03-18,0.379,160.043,0.7979999999999999,2019
0.49,{'Justin Bieber'},0.465,176733,0.494,0,6PzOPrXx8tJEqace76yrv2,0.0,4,0.127,-7.595,0,E.T.A.,69,2020-02-14,0.066,127.298,0.457,2020
0.971,{'Scarlet D'Carpio'},0.231,149578,0.328,0,6ZcLc5KzArzBOeeztz2wX5,0.607,1,0.14400000000000002,-10.831,1,Suray Surita,0,1930-01-01,0.0348,138.602,0.45,1930
0.996,{'Ritza Ampatzi'},0.456,197640,0.232,0,3kcAjj8YOzbzlMPmb7l0aQ,0.8809999999999999,10,0.152,-14.236,0,Steile amaksi pare me,0,1940-01-01,0.0577,85.16799999999998,0.8959999999999999,1940
0.487,{'Mina'},0.225,206367,0.513,0,7dbOxbYmXSEo1NHPtCjjI7,0.0,7,0.34,-12.694,1,Una zebra a pois,1,1942-11-13,0.0554,160.111,0.264,1942
0.247,{'Эрих Мария Ремарк'},0.759,95406,0.159,1,4Sq2z8S0JhjequwzlCXaen,0.0,11,0.162,-18.86,1,Часть 33.4 & Часть 34.1 - Триумфальная арка,0,1945-01-01,0.895,95.013,0.611,1945
0.994,{'Ascharyamoyee Dasi'},0.307,196320,0.313,0,7xiroc96aR6UiJDLreBF3I,0.948,3,0.23,-13.114,1,Oi Bujhi Banshi Baje,0,1947-12-01,0.0497,139.274,0.33,1947
0.993,"{'Naftali Herz Imber', 'Richard Tucker', 'Sholom Secunda'}",0.297,183333,0.391,0,6M09iSxx5qWF9DUfpsyLzG,6.51e-05,7,0.358,-13.545,0,Hatikvah (The National Anthem of Israel),0,1948-01-01,0.0785,131.361,0.321,1948
0.935,"{'Benjamin Britten', 'Leon Fleisher', 'Seiji Ozawa', 'Boston Symphony Orchestra'}",0.241,126000,0.00273,0,3F3XwL6wHsaSNgyl87vS0N,0.463,0,0.0568,-33.736999999999995,1,"Diversions, Op. 21: Variation 5, Chant",0,1949-01-01,0.0405,69.705,0.0499,1949
0.916,{'Igor Stravinsky'},0.157,168427,0.187,0,1fi70E77pA8x09zvJb0WI9,0.146,6,0.076,-14.259,1,"Pastorale, Song without Words for Violin & Woodwind Quartet",0,1950-01-01,0.043,180.352,0.3,1950
0.976,"{'Wolfgang Amadeus Mozart', 'Fernando Previtali', 'Orchestra Sinfonica e Coro di Roma della RAI'}",0.585,392027,0.109,0,2Uh7Maoi0GfUTESDjEImmb,0.0,3,0.599,-20.969,1,Non so più cosa son,0,1951-01-01,0.2,125.087,0.158,1951
0.979,{'Primitivo Y Su Combo'},0.504,148522,0.7190000000000001,0,2GUoNZP0ECY8IQoKiMBKXy,0.815,3,0.353,-5.772,1,Fiel Enamorado,0,1952-05-05,0.102,89.274,0.979,1952
0.99,"{'Traditional', 'Norma Procter', 'Alec Redshaw'}",0.6509999999999999,122973,0.0708,0,1xUynHA4VicKFqPloht2JK,4.88e-06,7,0.122,-15.267,1,"Soldier, Soldier",0,1953-01-01,0.147,125.644,0.635,1953
0.989,{'Bhanumathi Ramakrishna'},0.401,195373,0.28300000000000003,0,0dMPwoLuTZ9cw5WyZWv1Ki,0.00179,1,0.177,-10.045,1,Meluko Sri Ranga,0,1954-12-31,0.0407,66.928,0.622,1954
0.991,"{'Frédéric Chopin', 'Samson François'}",0.431,120547,0.0977,0,71kZrpm7R62eVgQCxH466U,0.742,6,0.09,-21.39,1,"Chopin: Waltz No. 11 in G-Flat Major, Op. Posth. 70 No. 1",6,1955-01-01,0.0443,77.44,0.35700000000000004,1955
0.905,{'Ray Conniff'},0.394,162600,0.257,0,6sX4wpUs3dZYe9aICGmujY,0.902,3,0.129,-12.677,1,Sentimental Journey,11,1956-01-01,0.0258,70.293,0.531,1956
0.929,{'Javier Solís'},0.297,181907,0.374,0,0womfzj8tzrcz7UdERo76y,2.19e-06,10,0.305,-7.09,1,Échame a Mí la Culpa,6,1957-01-01,0.0546,173.73,0.423,1957
0.17800000000000002,{'Arthur Lyman'},0.5579999999999999,226560,0.211,0,3HCfhS4DT6CqjxwZalUsDW,0.00266,0,0.0926,-19.397,1,Quiet Village,8,1958-01-01,0.0593,121.641,0.311,1958
0.866,{'Curtis Fuller Quintet'},0.578,313627,0.25,0,54kUpFkWB0TORHAYSNqgj3,0.0863,1,0.0874,-19.047,1,Minor Vamp,14,1959-01-01,0.0544,124.861,0.7020000000000001,1959
0.967,"{'Ludwig van Beethoven', 'Michael Tilson Thomas', 'English Chamber Orchestra'}",0.325,720827,0.0545,0,2qjlGoRgwxodphnPR1Y2k7,0.8270000000000001,5,0.116,-19.438,1,"I. Allegro ma non troppo from Symphony No. 6 in F Major, Op. 68 Pastoral""""",11,1960-01-01,0.0356,113.803,0.192,1960
0.603,{'B.B. King'},0.8059999999999999,172693,0.386,0,01asEzLrYUritC8xOtBYOQ,8.85e-06,0,0.117,-7.949,0,Please Set A Date,8,1961-01-01,0.0988,105.07,0.7040000000000001,1961
0.953,"{'Aaron Copland', 'New York Philharmonic', 'Leonard Bernstein'}",0.0961,231800,0.00745,0,1XIzx6Z6XtYrsRiQhVUA4Z,0.277,6,0.136,-31.657,1,Appalachian Spring: III. Moderato,9,1962-01-01,0.0449,67.096,0.034,1962
0.454,{'The Chantays'},0.483,173240,0.5,0,0NqGdoYfhk7GQioVclhfgy,0.8370000000000001,9,0.313,-16.195999999999998,0,Riders In The Sky,12,1963-01-01,0.0332,138.114,0.64,1963
0.8190000000000001,{'Johnny Cash'},0.5710000000000001,231133,0.192,0,0LLDu8HRkMCEY7QQWPbVWz,2.44e-05,0,0.0967,-17.328,1,Troublesome Waters - Stereo Version,15,1964-06-13,0.0465,88.54,0.281,1964
0.626,{'Little Joe And The Latinaires'},0.777,169375,0.461,0,68DTJpb4HIKJGyNd7wQprI,1.99e-05,7,0.0162,-10.002,1,Noches Tenebrosas,13,1965-01-01,0.0391,109.719,0.979,1965
0.289,{'Miles Davis'},0.526,487893,0.531,0,49BvBXsey5Ry9MxOvOU90q,0.0254,8,0.6509999999999999,-12.931,1,"Walkin' - Live at Philharmonic Hall, New York, NY - February 1964",23,1966-01-17,0.0809,115.633,0.684,1966
0.968,{'Judy Collins'},0.321,279360,0.172,0,3hDZOpvJk5LRHRpHMnqs3r,8.1e-06,11,0.13,-11.755999999999998,0,La Chanson Des Vieux Amants (The Song of Old Lovers),20,1967-01-01,0.0354,110.801,0.153,1967
0.119,{'Miles Davis'},0.5579999999999999,182467,0.561,0,2Ed7pavYfHKrMzPSL29yvP,0.000391,4,0.195,-12.156,0,Riot,23,1968-03-01,0.0561,124.751,0.401,1968
0.28800000000000003,{'Love'},0.38,172827,0.542,0,1sZNglb45kQtVxT7GPUjF9,2.69e-05,9,0.0781,-10.206,1,Dream,25,1969-09-01,0.0388,151.42700000000005,0.509,1969
0.763,{'Stonewall Jackson'},0.643,173400,0.518,0,5PFQlK8KgHlvl4qfwZ7xsn,0.0,4,0.13,-9.114,1,I Started Loving You Again,26,1970-08-24,0.0338,108.873,0.6679999999999999,1970
0.21600000000000005,{'Isaac Hayes'},0.4,109067,0.131,0,1xz8apHO6EGe83x0efUcgE,0.652,7,0.0839,-23.157,0,Bumpy's Lament,21,1971-01-01,0.0347,114.944,0.278,1971
0.657,{'Aretha Franklin'},0.374,517467,0.659,0,1dqXLJeDTYhAdcdp7SlygR,0.00565,8,0.18,-9.33,1,"Precious Lord, Take My Hand / You've Got a Friend - Live at New Temple Missionary Baptist Church, Los Angeles, January 13, 1972",24,1972-01-01,0.16699999999999998,142.561,0.298,1972
0.217,{'The Velvet Underground'},0.693,155147,0.695,0,5sdoJNRJh1Vbr6qYk1solp,0.0,6,0.108,-7.7810000000000015,1,Caroline,30,1973-01-01,0.136,159.849,0.8270000000000001,1973
0.206,"{'The Undead', 'Harold Oblong'}",0.401,272960,0.913,0,0iA7eFEZ0beFqq4hhl6EZb,0.0006730000000000001,5,0.132,-4.47,1,Somebody Super Like You (Beef Constuction Song),27,1974-01-01,0.0827,146.632,0.275,1974
0.976,"{'Gioachino Rossini', 'James Levine', 'London Symphony Orchestra'}",0.39,273240,0.379,0,41PYCImeUGmv0oUPZBbEc4,0.688,0,0.446,-16.46,1,"The Barber of Seville, Act I Scene 1: Largo al factotum",28,1975-01-01,0.0729,141.266,0.461,1975
0.569,{'Lou Reed'},0.672,225667,0.754,0,5WM214brvhyFngX2oEw8kL,0.0,4,0.154,-6.782,1,Ooohhh Baby,31,1976-01-19,0.0352,131.533,0.967,1976
0.0181,{'KISS'},0.465,194467,0.98,0,0irzuqsWYLVfuRBn7lgihk,0.00028700000000000004,1,0.981,-8.093,1,Ladies Room - Live,28,1977-10-14,0.218,141.83100000000005,0.179,1977
0.5529999999999999,{'Willie Nelson'},0.5579999999999999,108040,0.307,0,1ODHFNrK0evi7GaSdTgOGy,0.0116,0,0.212,-11.199000000000002,1,"Crazy - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",25,1978-11-01,0.0309,71.889,0.317,1978
0.5870000000000001,{'Rosanne Cash'},0.563,269333,0.165,0,1wUjFhjvb6XoPdurqnWZsN,2.04e-05,11,0.108,-16.898,1,Blue Moon With Heartache,24,1979-01-01,0.0289,97.548,0.162,1979
0.628,{'Lakeside'},0.575,349560,0.325,0,6YaSxfQYitWzaEtnqMFr3m,0.0,9,0.149,-14.139,1,I Need You,22,1980-01-01,0.0342,124.877,0.436,1980
0.117,{'The Go-Go's'},0.705,174400,0.912,0,6SdgqXjmU8dgEteCwIbQ65,1.02e-06,6,0.0749,-7.072,0,You Can't Walk In Your Sleep (If You Can't Sleep),24,1981-01-01,0.0328,99.888,0.938,1981
0.212,{'The Rolling Stones'},0.616,203067,0.973,0,0XFgoEfKXe4a2rXZHBP7re,0.151,9,0.8690000000000001,-3.431,1,Going To A Go-Go - Live / Remastered 2009,29,1982-06-01,0.0538,128.09,0.893,1982
0.972,{'Brian Eno'},0.0678,263307,0.0453,0,5Qpkug9gDa6yQAMzpIgaDL,0.941,0,0.114,-21.066,1,Like I Was A Spectator,36,1983-07-01,0.0502,75.205,0.0315,1983
0.0646,{'Naked Eyes'},0.705,267067,0.7509999999999999,0,1Y1f545iaGofOJo4qya2e5,0.000172,4,0.0881,-12.224,0,(What) In the Name of Love,30,1984-09-01,0.0385,113.482,0.833,1984
0.7829999999999999,{'Les Misérables-Original London Cast'},0.5720000000000001,117067,0.684,0,5OeNnpqeAfZENU5Ucr1T5U,0.0,11,0.0825,-8.346,1,Plumet Attack,23,1985-01-01,0.209,62.135,0.523,1985
0.103,{'Surface'},0.8,236440,0.613,0,4IWFNlVUGTPIWEdPiMTGhI,0.00129,0,0.0532,-9.203,1,Happy,25,1986-01-01,0.0956,97.944,0.738,1986
